Gene,SRR6408410,SRR6408239,SRR6408314
gene-RNF220,800.7857142857143,92.0,370.07142857142856
gene-TMEM53,528.2,2.0,296.0
gene-ARMH1,4.8,5.933333333333334,2.7333333333333334
gene-KIF2C,2547.0,43.5,387.5
gene-RPS8,5528.0,1226.0,2655.0
gene-BEST4,0.0,0.0,0.0
gene-PLK3,322.0,1.0,883.0
gene-TCTEX1D4,0.0,0.0,70.0
gene-BTBD19,0.0,0.0,0.0
gene-PTCH2,0.5,0.0,0.0
gene-EIF2B3,3116.5,89.0,806.5
gene-HECTD3,869.0,119.0,47.0
gene-UROD,4546.0,1678.0,1803.0
gene-ZSWIM5,267.6666666666667,29.0,116.0
gene-HPDL,520.0,177.0,535.0
gene-MUTYH,1075.3333333333333,2.4722222222222223,147.91666666666666
gene-TOE1,238.0,34.0,431.0
gene-TESK2,465.0,12.0,264.0
gene-CCDC163,1.0,2.0,45.0
gene-MMACHC,8866.0,424.0,2803.6666666666665
gene-PRDX1,37859.25,1220.0,8253.75
gene-AKR1A1,2029.0,448.0,1450.0
gene-NASP,3722.0,356.0,1182.0
gene-CCDC17,0.0,0.0,0.0
gene-GPBP1L1,1010.5,90.0,444.5
gene-TMEM69,1928.0,59.0,247.0
gene-IPP,15.714285714285714,1.8571428571428572,30.857142857142858
gene-MAST2,397.55,56.25,566.15
gene-P3R3URF-PIK3R3,2213.0,15.0,956.0
gene-PIK3R3,2007.1818181818182,13.909090909090908,913.8181818181819
gene-TSPAN1,779.0,110.5,397.0
gene-P3R3URF,0.0,0.0,0.0
gene-POMGNT1,1760.888888888889,253.11111111111111,873.5555555555555
gene-LURAP1,261.0,0.0,24.0
gene-RAD54L,60.0,11.2,14.0
gene-LRRC41,4603.0,89.0,1170.0
gene-UQCRH,3477.0,286.0,1180.0
gene-NSUN4,720.3333333333334,3.6666666666666665,522.6666666666666
gene-FAAH,0.0,0.0,1.0
gene-DMBX1,0.75,10.0,19.0
gene-TMEM275,0.0,0.0,0.0
gene-KNCN,1.0,0.0,0.0
gene-MKNK1,978.5,68.73076923076923,22.153846153846153
gene-MOB3C,3.0,1.0,280.5
gene-ATPAF1,1104.75,42.5,518.0
gene-TEX38,0.0,0.0,0.0
gene-EFCAB14,452.0,83.0,400.0
gene-CYP4B1,0.0,0.0,0.0
gene-CYP4A11,0.0,0.0,0.0
gene-CYP4X1,0.0,0.5,0.0
gene-CYP4Z1,22.0,0.0,1.0
gene-CYP4A22,0.0,0.0,0.0
gene-PDZK1IP1,0.0,0.0,0.0
gene-TAL1,0.0,0.0,0.0
gene-STIL,3.888888888888889,66.72222222222223,54.0
gene-CMPK1,840.0,169.0,1191.0
gene-FOXE3,0.0,0.0,0.0
gene-FOXD2,0.0,0.0,0.0
gene-TRABD2B,30.90909090909091,0.0,0.0
gene-SLC5A9,0.0,0.0,0.0
gene-SPATA6,531.1176470588235,46.23529411764706,301.7647058823529
gene-AGBL4,10.454545454545455,6.545454545454546,12.090909090909092
gene-BEND5,0.0,0.0,0.0
gene-ELAVL4,0.10344827586206896,0.9310344827586207,0.0
gene-DMRTA2,0.0,0.0,0.0
gene-FAF1,2548.5,124.0,808.75
gene-CDKN2C,137.0,0.0,85.0
gene-C1orf185,1.0,0.0,0.0
gene-RNF11,872.0,234.0,758.0
gene-TTC39A,1.1666666666666667,0.0,0.9444444444444444
gene-EPS15,710.0,59.77777777777778,219.33333333333334
gene-OSBPL9,1054.607142857143,75.28571428571429,435.89285714285717
gene-NRDC,1754.3333333333333,160.66666666666666,1629.0
gene-RAB3B,13.0,3.0,18.0
gene-TXNDC12,4120.0,229.0,1573.0
gene-KTI12,1049.0,92.0,411.0
gene-BTF3L4,488.0,37.0,416.0
gene-ZFYVE9,178.75,9.5,103.0
gene-CC2D1B,9.428571428571429,0.8571428571428571,91.0
gene-ORC1,1511.1666666666667,81.83333333333333,89.66666666666667
gene-PRPF38A,1802.0,119.0,359.0
gene-TUT4,31.181818181818183,32.63636363636363,170.3030303030303
gene-GPX7,0.0,0.0,0.0
gene-SHISAL2A,0.0,2.0,0.0
gene-COA7,718.0,73.0,314.0
gene-ZYG11B,1498.6666666666667,328.3333333333333,1271.3333333333333
gene-ZYG11A,1.9090909090909092,2.272727272727273,1.0
gene-ECHDC2,32.68,4.8,14.68
gene-SCP2,1374.8181818181818,37.81818181818182,632.4545454545455
gene-PODN,0.0,0.0,0.0
gene-SLC1A7,0.0,0.0,0.0
gene-CPT2,110.0,109.0,487.0
gene-CZIB,1042.0,69.0,200.0
gene-MAGOH,193.0,54.0,96.0
gene-LRP8,361.5,0.0,14.4375
gene-DMRTB1,0.0,0.0,0.0
gene-GLIS1,2.0,1.0,1.8333333333333333
gene-NDC1,186.0,56.0,733.6666666666666
gene-YIPF1,437.0,63.0,137.0
gene-DIO1,0.0,22.0,0.0
gene-HSPB11,827.7777777777778,23.333333333333332,485.3333333333333
gene-LRRC42,324.0,73.75,360.5
gene-LDLRAD1,0.0,0.0,0.0
gene-TMEM59,4260.428571428572,278.0,1911.857142857143
gene-TCEANC2,477.0,65.0,57.0
gene-CDCP2,0.0,0.0,0.0
gene-CYB5RL,0.0,0.0,41.5
gene-MRPL37,4040.0,332.0,1806.0
gene-SSBP3,22.857142857142858,8.857142857142858,20.857142857142858
gene-ACOT11,302.0,0.0,2.0
gene-FAM151A,152.5,0.0,1.0
gene-MROH7,1.0,0.0,0.0
gene-TTC4,1269.0,24.0,506.0
gene-PARS2,27.0,0.0,0.0
gene-TTC22,0.0,0.0,0.0
gene-LEXM,0.0,0.0,1.0
gene-DHCR24,832.0,117.0,1034.0
gene-TMEM61,0.0,0.0,0.0
gene-BSND,0.0,0.0,0.0
gene-PCSK9,0.0,1.0,3.0
gene-USP24,362.6666666666667,39.333333333333336,175.0
gene-PLPP3,783.0,21.0,111.0
gene-PRKAA2,2.0,0.0,0.0
gene-FYB2,125.23076923076923,56.69230769230769,147.23076923076923
gene-C8A,0.0,0.0,0.0
gene-C8B,0.0,0.0,0.0
gene-DAB1,134.8181818181818,13.181818181818182,83.81818181818181
gene-OMA1,448.0,35.0,400.0
gene-TACSTD2,0.0,0.0,0.0
gene-MYSM1,525.0,48.0,217.0
gene-JUN,0.0,0.0,0.0
gene-FGGY,214.2826086956522,26.91304347826087,7.608695652173913
gene-HOOK1,0.0,0.0,0.8333333333333334
gene-CYP2J2,0.0,0.0,1.0
gene-C1orf87,1.0,0.0,0.0
gene-NFIA,65.11111111111111,22.88888888888889,105.66666666666667
gene-TM2D1,785.0,140.0,593.0
gene-PATJ,1549.7368421052631,352.6842105263158,1636.7894736842106
gene-L1TD1,0.0,0.0,1.0
gene-KANK4,1.0,0.0,2.7142857142857144
gene-USP1,390.0,90.33333333333333,801.0
gene-DOCK7,408.5,100.83333333333333,698.4166666666666
gene-ANGPTL3,0.0,0.0,8.0
gene-ATG4C,174.28571428571428,7.285714285714286,72.57142857142857
gene-FOXD3,0.0,0.0,0.0
gene-ALG6,153.0,36.0,3.0
gene-ITGB3BP,201.4,11.2,90.0
gene-EFCAB7,453.6666666666667,5.833333333333333,348.1666666666667
gene-PGM1,4165.666666666667,151.33333333333334,1199.0
gene-ROR1,228.2,64.6,311.4
gene-UBE2U,0.5,1.0,1.0
gene-CACHD1,6.0,2.25,9.0
gene-RAVER2,171.33333333333334,19.333333333333332,252.33333333333334
gene-JAK1,804.375,158.75,793.5
gene-AK4,196.2,84.0,1503.8
gene-DNAJC6,2.6666666666666665,14.0,5.0
gene-LEPR,918.8333333333334,29.0,276.5
gene-LEPROT,1280.6666666666667,43.333333333333336,365.3333333333333
gene-PDE4B,235.0,418.54545454545456,708.4545454545455
gene-SGIP1,5.0,1.0,1.0
gene-TCTEX1D1,0.0,21.0,0.0
gene-INSL5,0.0,0.0,0.0
gene-DNAI4,45.84615384615385,12.615384615384615,2.0
gene-MIER1,194.33333333333334,122.1,387.3666666666667
gene-SLC35D1,3.0,16.0,147.0
gene-C1orf141,0.0,0.0,0.0
gene-IL23R,4.75,0.0,2.25
gene-IL12RB2,140.53846153846155,50.23076923076923,100.0
gene-SERBP1,2152.0,339.0,1805.0
gene-GADD45A,307.0,216.0,299.0
gene-GNG12,1943.6666666666667,143.33333333333334,4028.6666666666665
gene-DIRAS3,1.0,0.0,0.0
gene-WLS,262.0,16.5,479.0
gene-RPE65,0.0,0.0,0.0
gene-DEPDC1,451.0,81.0,515.0
gene-LRRC7,41.411764705882355,47.470588235294116,38.294117647058826
gene-LRRC40,131.0,21.0,736.4
gene-SRSF11,2044.8857142857144,316.7142857142857,621.5714285714286
gene-ANKRD13C,388.625,49.625,256.875
gene-CTH,87.4,0.0,174.4
gene-PTGER3,1.0,2.5,1.375
gene-ZRANB2,1240.0,212.0,878.0
gene-NEGR1,359.5,38.25,496.0
gene-LRRIQ3,126.25,0.75,5.75
gene-FPGT-TNNI3K,143.5,5.5,15.0
gene-FPGT,121.0,0.0,0.0
gene-TNNI3K,36.0,8.0,26.0
gene-LRRC53,26.5,4.0,22.0
gene-ERICH3,0.9230769230769231,0.0,0.23076923076923078
gene-CRYZ,2925.625,85.125,1244.375
gene-TYW3,1261.0,181.0,712.0
gene-LHX8,127.75,27.0,28.75
gene-SLC44A5,24.25,7.416666666666667,33.166666666666664
gene-ACADM,2160.0,135.0,1716.0
gene-RABGGTB,550.0,97.0,589.0
gene-MSH4,1.0,0.0,3.0
gene-ASB17,0.0,0.0,1.0
gene-ST6GALNAC3,126.71428571428571,2.357142857142857,32.642857142857146
gene-ST6GALNAC5,0.0,0.0,1.0
gene-PIGK,2090.0,209.0,1365.0
gene-AK5,138.88888888888889,41.0,143.77777777777777
gene-ZZZ3,482.6666666666667,193.91666666666666,1394.3333333333333
gene-USP33,418.06666666666666,100.6,575.3333333333334
gene-MIGA1,238.4,61.0,134.0
gene-NEXN,70.75,14.25,38.25
gene-FUBP1,799.1818181818181,158.0909090909091,632.0
gene-DNAJB4,96.5,92.0,18.333333333333332
gene-GIPC2,509.0,58.0,335.0
gene-PTGFR,2.3333333333333335,0.0,0.6666666666666666
gene-IFI44L,2.0,1.0,1.0
gene-IFI44,0.0,14.0,0.0
gene-ADGRL4,2.0,0.0,6.0
gene-ADGRL2,25.379310344827587,6.793103448275862,162.31034482758622
gene-TTLL7,107.0,1.0,204.16666666666666
gene-PRKACB,112.02941176470588,14.794117647058824,228.97058823529412
gene-SAMD13,3.0,0.0,1.0
gene-DNASE2B,0.0,0.0,0.0
gene-RPF1,1620.0,76.0,830.0
gene-GNG5,1767.0,253.0,1360.0
gene-SPATA1,72.125,10.0,32.625
gene-CTBS,227.0,31.0,443.0
gene-SSX2IP,497.875,22.625,402.875
gene-LPAR3,51.0,122.0,351.6666666666667
gene-MCOLN2,259.5,4.166666666666667,0.6666666666666666
gene-MCOLN3,77.875,0.0,41.875
gene-DNAI3,1.0,0.0,0.0
gene-SYDE2,5.666666666666667,2.0,1.0
gene-C1orf52,669.0,127.0,383.0
gene-BCL10,0.0,3.8,150.8
gene-DDAH1,3.5,1.25,2.5
gene-CCN1,0.0,0.0,0.0
gene-ZNHIT6,99.0,56.25,166.75
gene-COL24A1,3.4444444444444446,5.222222222222222,5.0
gene-ODF2L,50.333333333333336,68.66666666666667,86.0
gene-CLCA2,2.5,0.0,1.5
gene-CLCA1,18.0,1.0,0.0
gene-CLCA4,0.0,0.0,0.0
gene-SH3GLB1,1776.0,143.4,1236.0
gene-SELENOF,4545.0,241.0,2423.0
gene-HS2ST1,736.0,66.5,578.0
gene-LMO4,8.5,56.5,0.0
gene-PKN2,248.28571428571428,43.57142857142857,454.0
gene-GTF2B,982.0,61.5,396.0
gene-KYAT3,1807.3333333333333,44.666666666666664,1027.0
gene-RBMXL1,1079.0,35.0,632.0
gene-GBP3,1.0,0.0,1.0
gene-GBP1,75.0,0.0,1.0
gene-GBP2,28.0,0.0,0.0
gene-GBP7,0.0,0.0,0.0
gene-GBP4,1.0,1.0,0.0
gene-GBP5,0.0,0.0,0.0
gene-GBP6,0.0,0.0,0.0
gene-LRRC8B,1.0,23.666666666666668,94.83333333333333
gene-LRRC8C,94.66666666666667,16.333333333333332,328.1666666666667
gene-LRRC8D,250.0,3.0,246.4
gene-ZNF326,1505.0,137.83333333333334,787.5
gene-BARHL2,0.0,0.0,0.0
gene-ZNF644,598.3529411764706,104.05882352941177,891.9411764705883
gene-HFM1,625.375,83.3125,526.6875
gene-CDC7,566.1,14.0,212.0
gene-TGFBR3,178.25,10.25,450.75
gene-BRDT,0.0,1.0,3.0
gene-EPHX4,38.0,0.0,177.0
gene-SETSIP,58.0,3.0,43.0
gene-BTBD8,47.666666666666664,4.666666666666667,62.333333333333336
gene-C1orf146,25.0,18.0,10.0
gene-GLMN,136.3846153846154,99.84615384615384,412.7692307692308
gene-RPAP2,488.6666666666667,145.5,549.3333333333334
gene-GFI1,0.0,0.0,0.0
gene-EVI5,280.51851851851853,92.0,346.2962962962963
gene-RPL5,13255.0,734.0,5236.0
gene-DIPK1A,2892.6,129.0,1283.2
gene-MTF2,617.0,36.0,393.0
gene-TMED5,326.0,48.0,1005.0
gene-CCDC18,85.91304347826087,85.6086956521739,242.08695652173913
gene-DR1,308.0,54.0,356.0
gene-FNBP1L,321.0,7.0,328.4
gene-BCAR3,6.666666666666667,2.0,84.16666666666667
gene-DNTTIP2,4099.0,340.0,2244.0
gene-GCLM,1255.4,79.8,401.2
gene-ABCA4,1.0,0.0,0.0
gene-ARHGAP29,0.3333333333333333,14.0,620.0
gene-ABCD3,423.5,65.5,752.25
gene-F3,0.0,0.0,0.0
gene-SLC44A3,1.894736842105263,19.63157894736842,1.0
gene-CNN3,1556.5,248.25,463.5
gene-ALG14,280.0,10.25,253.25
gene-TLCD4,79.0,0.0,0.0
gene-TLCD4-RWDD3,210.0,10.0,29.0
gene-RWDD3,186.0,10.0,89.0
gene-PTBP2,60.45454545454545,56.0,32.18181818181818
gene-DPYD,127.375,59.125,151.0
gene-SNX7,267.8888888888889,13.0,337.6666666666667
gene-PLPPR5,0.0,0.0,0.0
gene-PLPPR4,0.0,0.0,0.0
gene-PALMD,13.0,6.0,5.0
gene-FRRS1,3.8,0.4,0.0
gene-AGL,114.57142857142857,25.571428571428573,211.14285714285714
gene-SLC35A3,360.72727272727275,11.0,188.0909090909091
gene-MFSD14A,1248.75,25.75,1104.0
gene-SASS6,52.0,18.666666666666668,180.66666666666666
gene-TRMT13,330.6,12.8,31.0
gene-LRRC39,71.0,4.0,0.0
gene-DBT,14.75,21.5,12.0
gene-RTCA,476.8,81.2,463.8
gene-CDC14A,97.05882352941177,11.0,104.47058823529412
gene-GPR88,0.0,0.0,0.0
gene-VCAM1,0.0,0.0,0.0
gene-EXTL2,593.3,28.9,47.9
gene-SLC30A7,292.4,45.2,475.6
gene-DPH5,757.0,107.5,616.6
gene-S1PR1,0.0,0.0,0.0
gene-OLFM3,2.0,0.5,1.5
gene-COL11A1,14.875,0.0,8.0
gene-RNPC3,130.0,92.0,73.0
gene-AMY2B,460.5,229.5,205.5
gene-AMY2A,0.0,0.0,0.0
gene-AMY1A,0.0,0.0,0.0
gene-AMY1B,0.0,0.0,1.0
gene-AMY1C,0.0,1.0,0.0
gene-PRMT6,7.0,2.0,141.0
gene-NTNG1,9.0,6.0,14.0
gene-VAV3,5.555555555555555,0.0,0.8888888888888888
gene-SLC25A24,91.0,34.5,194.5
gene-NBPF4,0.0,2.0,3.0
gene-NBPF6,0.0,7.333333333333333,1.3333333333333333
gene-FAM102B,448.0,44.0,638.0
gene-HENMT1,169.0,0.0,0.0
gene-PRPF38B,181.41176470588235,109.70588235294117,383.5882352941176
gene-FNDC7,1.0,0.0,0.0
gene-STXBP3,235.0,77.0,1129.0
gene-AKNAD1,5.0,1.0,55.0
gene-GPSM2,281.55555555555554,30.11111111111111,533.2222222222222
gene-CLCC1,227.52941176470588,106.88235294117646,356.4117647058824
gene-WDR47,1488.0,156.0,1104.3333333333333
gene-TAF13,47.0,18.0,64.0
gene-TMEM167B,101.0,18.0,157.0
gene-C1orf194,0.42857142857142855,0.0,0.0
gene-ELAPOR1,7.0,5.25,2.625
gene-SARS1,6575.0,863.0,3302.0
gene-CELSR2,33.0,1.0,1.0
gene-PSRC1,570.8695652173913,178.0,0.0
gene-MYBPHL,0.0,0.0,0.0
gene-SORT1,1170.6666666666667,44.333333333333336,1980.0
gene-PSMA5,8740.0,457.0,3254.0
gene-SYPL2,0.0,0.0,0.0
gene-ATXN7L2,8.538461538461538,0.0,0.0
gene-CYB561D1,0.0,20.0,151.63636363636363
gene-AMIGO1,0.0,0.0,0.0
gene-GPR61,0.0,0.0,0.0
gene-GNAI3,2070.0,267.0,2773.0
gene-GNAT2,0.0,0.0,0.6666666666666666
gene-AMPD2,650.7142857142857,679.8571428571429,6.0
gene-GSTM4,970.2857142857143,26.571428571428573,275.85714285714283
gene-GSTM2,16.0,1.0,5.0
gene-GSTM1,76.0,0.0,23.0
gene-GSTM5,7.0,1.0,8.0
gene-GSTM3,0.0,0.0,0.0
gene-EPS8L3,0.0,0.0,0.0
gene-CSF1,0.0,0.0,0.0
gene-AHCYL1,1527.8333333333333,128.0,1039.3333333333333
gene-STRIP1,0.0,0.0,206.75
gene-ALX3,0.0,28.0,0.0
gene-UBL4B,0.0,0.0,0.0
gene-SLC6A17,2.0,0.0,9.0
gene-KCNC4,1.3333333333333333,0.2222222222222222,32.111111111111114
gene-RBM15,1.0,1.0,166.0
gene-SLC16A4,28.0,18.0,1.0
gene-LAMTOR5,4656.0,316.0,1939.0
gene-PROK1,0.0,0.0,0.0
gene-KCNA10,0.0,0.0,0.0
gene-KCNA2,119.0,0.0,0.0
gene-KCNA3,0.0,0.0,0.0
gene-CD53,2.0,1.0,0.0
gene-LRIF1,573.8333333333334,93.83333333333333,269.0
gene-DRAM2,895.2857142857143,42.0,560.0
gene-CEPT1,175.8,24.8,291.4
gene-DENND2D,0.0,0.0,17.8125
gene-CHI3L2,0.8333333333333334,0.0,0.0
gene-CHIA,0.0,1.4545454545454546,0.7272727272727273
gene-PIFO,0.0,0.0,0.0
gene-OVGP1,0.0,2.0,0.0
gene-WDR77,5200.0,234.0,2369.0
gene-ATP5PB,6897.0,428.0,3458.0
gene-C1orf162,18.8,13.8,0.0
gene-TMIGD3,4.333333333333333,1.0,3.6666666666666665
gene-ADORA3,0.0,0.0,0.0
gene-RAP1A,50.8,15.6,176.2
gene-INKA2,38.0,9.333333333333334,21.333333333333332
gene-DDX20,24.0,26.0,444.0
gene-KCND3,84.3076923076923,1.0,2.3076923076923075
gene-CTTNBP2NL,407.3333333333333,17.666666666666668,567.6666666666666
gene-WNT2B,0.0,0.0,10.666666666666666
gene-ST7L,32.2,32.6,232.6
gene-CAPZA1,1643.6666666666667,175.66666666666666,1593.0
gene-MOV10,508.5,255.4,296.4
gene-RHOC,4084.3333333333335,1854.6666666666667,1454.0
gene-PPM1J,1.0,0.0,15.0
gene-TAFA3,0.0,101.0,0.0
gene-SLC16A1,1109.0,152.0,676.0
gene-LRIG2,8.833333333333334,29.333333333333332,190.16666666666666
gene-MAGI3,192.83333333333334,31.833333333333332,159.16666666666666
gene-PHTF1,29.5,81.78571428571429,192.5
gene-RSBN1,0.5,45.0,103.0
gene-PTPN22,5.7272727272727275,0.7272727272727273,2.4545454545454546
gene-BCL2L15,0.0,0.0,0.0
gene-AP4B1,700.9333333333333,3.8,0.0
gene-DCLRE1B,22.0,9.0,24.0
gene-HIPK1,126.16666666666667,93.83333333333333,381.25
gene-OLFML3,0.0,0.0,0.0
gene-SYT6,2.0,1.0,40.0
gene-TRIM33,48.714285714285715,120.57142857142857,104.85714285714286
gene-BCAS2,723.0,68.0,523.0
gene-DENND2C,11.0,26.0,11.0
gene-AMPD1,0.0,1.0,1.0
gene-NRAS,584.0,34.0,464.0
gene-CSDE1,3834.0,221.0,2846.0
gene-SIKE1,1280.0,115.0,312.0
gene-SYCP1,94.72727272727273,3.0,30.0
gene-TSHB,0.0,0.0,0.0
gene-TSPAN2,0.0,0.0,0.0
gene-NGF,1.3333333333333333,0.6666666666666666,5.333333333333333
gene-VANGL1,684.6666666666666,0.0,286.0
gene-CASQ2,0.0,2.0,1.0
gene-NHLH2,0.0,0.0,0.0
gene-SLC22A15,211.75,17.5,8.75
gene-MAB21L3,0.0,0.0,0.0
gene-ATP1A1,3844.6,361.6,2838.0
gene-CD58,914.0,126.33333333333333,1124.3333333333333
gene-IGSF3,104.66666666666667,2.5,301.6666666666667
gene-CD2,0.0,0.0,0.0
gene-PTGFRN,102.0,0.0,307.0
gene-CD101,42.22222222222222,0.0,139.88888888888889
gene-TTF2,892.0,38.0,560.0
gene-TRIM45,0.3333333333333333,0.3333333333333333,0.0
gene-VTCN1,0.0,0.0,0.0
gene-MAN1A2,152.25,60.5,126.0
gene-TENT5C,0.0,0.0,0.0
gene-GDAP2,326.0,10.5,180.0
gene-WDR3,3182.0,10.0,858.0
gene-SPAG17,152.30769230769232,2.3076923076923075,172.0
gene-TBX15,0.0,0.0,0.0
gene-WARS2,180.30769230769232,58.84615384615385,97.6923076923077
gene-HAO2,0.0,0.0,0.0
gene-HSD3B2,0.0,0.0,1.0
gene-HSD3B1,2.0,0.0,0.0
gene-ZNF697,8.0,0.6666666666666666,2.0
gene-PHGDH,4126.5,3202.5,1126.5
gene-HMGCS2,0.0,0.0,0.0
gene-REG4,0.0,0.0,0.0
gene-NBPF7,0.5,2.0,6.5
gene-ADAM30,0.0,0.0,0.0
gene-NOTCH2,132.5,148.0,652.0
gene-SEC22B,510.5,4.0,212.0
gene-NBPF8,209.0,62.0,158.0
gene-NBPF26,178.0,48.0,107.0
gene-PPIAL4A,343.0,11.0,79.0
gene-FAM72B,30.0,8.0,18.5
gene-SRGAP2C,359.0,118.0,231.0
gene-H3-2,2.5,46.0,8.0
gene-FAM72C,31.0,7.2,9.0
gene-PPIAL4E,9.0,0.0,1.0
gene-NBPF15,1155.0,512.0,1058.0
gene-PPIAL4F,3.0,0.0,0.0
gene-SRGAP2B,359.46153846153845,121.61538461538461,167.6153846153846
gene-FAM72D,33.5,8.0,8.5
gene-LOC101929805,0.0,1.1428571428571428,0.0
gene-PPIAL4D,5.0,0.0,1.0
gene-NBPF20,1184.0,174.0,376.0
gene-GPR89A,785.625,60.5,229.5
gene-PDZK1,66.0,1.0,0.6
gene-CD160,3.0,0.0,1.0
gene-RNF115,544.0,72.5,389.0
gene-POLR3C,2240.8,106.6,366.4
gene-NUDT17,53.0,59.75,8.0
gene-PIAS3,727.0,4.0,113.0
gene-ANKRD35,4.0,1.0,8.0
gene-ITGA10,1.0,0.3076923076923077,0.0
gene-PEX11B,210.0,44.0,452.5
gene-RBM8A,2324.0,318.0,1067.0
gene-LIX1L,695.0,7.0,347.0
gene-POLR3GL,231.0,29.0,123.33333333333333
gene-ANKRD34A,186.0,0.0,1.0
gene-TXNIP,48.0,34.333333333333336,228.33333333333334
gene-HJV,0.0,0.0,0.0
gene-NBPF10,661.0,138.0,225.0
gene-NOTCH2NLA,299.0,57.0,6.0
gene-PPIAL4H,5.0,1.0,0.0
gene-NBPF12,90.0,57.5,74.0
gene-PRKAB2,0.0,39.333333333333336,31.0
gene-CHD1L,866.125,72.66666666666667,528.75
gene-FMO5,2477.0,149.0,1572.9166666666667
gene-BCL9,17.2,21.0,2.6
gene-ACP6,18.2,0.0,1.0
gene-GJA5,0.0,0.0,0.0
gene-GJA8,0.0,0.0,0.0
gene-GPR89B,846.1818181818181,58.72727272727273,198.63636363636363
gene-NBPF11,182.35294117647058,53.11764705882353,73.94117647058823
gene-PPIAL4G,326.0,9.0,109.0
gene-NBPF14,557.0,142.0,211.0
gene-NOTCH2NLB,334.375,78.375,17.25
gene-NUDT4B,62.0,58.0,126.0
gene-PDE4DIP,99.94545454545455,26.89090909090909,218.45454545454547
gene-NBPF9,138.0,26.0,100.0
gene-NOTCH2NLC,287.0,57.0,6.0
gene-NBPF19,698.0,115.0,210.0
gene-PPIAL4C,345.0,17.0,96.0
gene-H2BC18,11.5,18.0,5.0
gene-FCGR1A,0.0,0.0,0.0
gene-H3C13,0.0,13.0,0.0
gene-H4C14,109.0,0.0,0.0
gene-H3C14,1.0,1.0,0.0
gene-H2AC18,87.0,81.0,14.0
gene-H2AC19,78.0,73.0,12.0
gene-H3C15,0.0,1.0,0.0
gene-H4C15,48.8,1.8,0.0
gene-H2BC21,140.0,92.0,0.0
gene-H2AC20,24.0,15.0,0.0
gene-H2AC21,0.0,0.0,0.0
gene-BOLA1,157.0,87.0,74.0
gene-SV2A,0.0,6.0,0.0
gene-SF3B4,974.0,245.0,470.0
gene-MTMR11,0.0,0.8571428571428571,16.285714285714285
gene-OTUD7B,161.6,1.3,283.0
gene-VPS45,494.5,47.75,50.0
gene-PLEKHO1,264.1666666666667,147.66666666666666,312.5
gene-ANP32E,448.75,95.875,459.375
gene-CA14,0.0,0.9,16.2
gene-APH1A,2.0,7.0,98.0
gene-C1orf54,1.375,0.0,0.0
gene-CIART,361.7142857142857,25.0,0.0
gene-MRPS21,3357.0,167.0,846.0
gene-PRPF3,567.0,87.71428571428571,140.14285714285714
gene-RPRD2,572.0,23.4,8.8
gene-TARS2,763.0,0.0,75.0
gene-ECM1,218.0,105.0,280.0
gene-ADAMTSL4,0.0,0.0,0.0
gene-MCL1,0.0,44.0,419.0
gene-ENSA,88.125,10.375,53.25
gene-GOLPH3L,289.5,1.0,2.0
gene-HORMAD1,0.0,2.0,0.0
gene-CTSS,0.0,0.0,0.0
gene-CTSK,3880.0,51.0,558.0
gene-ARNT,1.0,41.583333333333336,24.958333333333332
gene-CTXND2,3.0,1.0,4.0
gene-SETDB1,129.66666666666666,21.5,101.33333333333333
gene-CERS2,770.0,90.5,778.5
gene-ANXA9,1.0,0.0,1.0
gene-MINDY1,0.0,0.0,0.0
gene-PRUNE1,475.0,28.0,197.0
gene-BNIPL,0.0,0.0,0.0
gene-C1orf56,32.0,6.0,4.0
gene-CDC42SE1,756.0,36.0,70.0
gene-MLLT11,378.0,15.0,193.0
gene-GABPB2,35.125,3.875,3.75
gene-SEMA6C,0.0,0.9,9.4
gene-LYSMD1,0.0,0.0,0.0
gene-TNFAIP8L2-SCNM1,1182.0,303.0,158.0
gene-TNFAIP8L2,0.0,0.0,0.0
gene-SCNM1,1164.0,299.0,157.0
gene-TMOD4,0.0,0.0,0.0
gene-VPS72,633.0,77.0,343.0
gene-PIP5K1A,5.76,3.88,3.76
gene-PSMD4,4129.0,961.0,1017.0
gene-ZNF687,0.42857142857142855,23.142857142857142,0.8571428571428571
gene-PI4KB,1206.0,236.8235294117647,320.52941176470586
gene-RFX5,10.0,144.57142857142858,4.0
gene-SELENBP1,0.0,0.0,0.0
gene-PSMB4,5610.0,996.0,2227.0
gene-POGZ,21.470588235294116,107.41176470588235,256.5882352941176
gene-CGN,0.0,0.0,1.0
gene-TUFT1,11.0,8.0,4.0
gene-SNX27,783.0,29.8,273.8
gene-CELF3,189.0,0.0,30.857142857142858
gene-RIIAD1,1.0,0.0,0.0
gene-MRPL9,2076.0,322.0,768.0
gene-OAZ3,153.33333333333334,94.0,67.66666666666667
gene-TDRKH,205.0,2.0714285714285716,239.07142857142858
gene-LINGO4,0.0,0.0,0.0
gene-RORC,0.0,0.0,0.0
gene-C2CD4D,0.0,0.0,0.0
gene-THEM5,0.0,0.0,0.0
gene-THEM4,1300.5,100.0,325.5
gene-S100A10,2518.0,682.0,820.0
gene-S100A11,3853.0,719.0,922.0
gene-LOC100131107,0.0,0.0,0.0
gene-TCHHL1,0.0,0.0,0.0
gene-TCHH,0.0,0.0,0.0
gene-RPTN,0.0,0.0,0.0
gene-HRNR,1.0,0.0,755.0
gene-FLG,0.0,0.0,708.0
